Date,Open,High,Low,Close,Adj Close,Volume
2014-10-02,92.8099975586,92.9199981689,92.3300018311,92.5800018311,64.1603088379,3513800
2014-10-03,93.0100021362,93.5299987793,92.6500015259,93.5000000000,64.7979125977,4084400
2014-10-06,93.5000000000,93.6500015259,92.7900009155,93.3700027466,64.7077941895,3733100
2014-10-07,93.2900009155,93.5400009155,92.9000015259,93.0999984741,64.5206832886,6799900
2014-10-08,92.9499969482,93.9400024414,92.7600021362,93.9400024414,65.1028060913,5715200
2014-10-09,95.3499984741,96.2200012207,93.5599975586,93.5699996948,64.8464202881,9094000
2014-10-10,93.6600036621,95.9000015259,93.6600036621,94.6500015259,65.5948562622,8350900
2014-10-13,94.7099990845,95.4499969482,93.8300018311,93.9400024414,65.1028060913,5194500
2014-10-14,94.4599990845,94.5199966431,92.5899963379,93.0100021362,64.4583053589,5869000
2014-10-15,91.8399963379,92.5599975586,90.7600021362,91.7699966431,63.5989227295,8580700
2014-10-16,90.2699966431,91.0299987793,89.8199996948,90.7900009155,62.9197654724,7226400
2014-10-17,91.0899963379,92.0000000000,90.5500030518,91.5100021362,63.4187698364,6260100
2014-10-20,91.6600036621,93.7200012207,91.5899963379,93.5500030518,64.8325347900,6883100
2014-10-21,93.2600021362,93.9599990845,92.1699981689,93.7300033569,64.9572830200,6982200
2014-10-22,93.8499984741,95.0199966431,93.6399993896,94.4599990845,65.4631729126,5148200
2014-10-23,94.9400024414,95.3199996948,93.5000000000,93.7600021362,64.9780578613,5805000
2014-10-24,93.7600021362,94.7900009155,93.5500030518,94.5999984741,65.5602035522,4005800
2014-10-27,94.4800033569,95.2399978638,94.3099975586,94.6200027466,65.5740432739,3135500
2014-10-28,94.6900024414,95.2600021362,94.3000030518,95.2600021362,66.0176162720,3368300
2014-10-29,95.5000000000,95.5000000000,94.0699996948,94.6900024414,65.6225738525,3274300
2014-10-30,94.4499969482,96.0999984741,94.1500015259,95.6500015259,66.2878875732,3567200
2014-10-31,96.4100036621,96.7399978638,95.5800018311,96.1699981689,66.6482315063,5259300
2014-11-03,95.9400024414,96.4300003052,95.6100006104,95.8300018311,66.4126358032,4330400
2014-11-04,96.1399993896,96.8399963379,95.9899978638,96.7300033569,67.0363540649,3944500
2014-11-05,97.5199966431,97.8600006104,96.3700027466,96.8899993896,67.1472396851,3804100
2014-11-06,96.9599990845,97.1999969482,96.5100021362,96.8099975586,67.0917816162,4198500
2014-11-07,96.8099975586,96.8099975586,95.5000000000,96.8000030518,67.0848617554,5273400
2014-11-10,96.4000015259,96.9899978638,96.1600036621,96.9700012207,67.2026824951,3345500
2014-11-11,96.9599990845,97.3799972534,96.6399993896,96.6999969482,67.0155715942,3263600
2014-11-12,96.6999969482,97.3899993896,96.2200012207,97.1600036621,67.3343582153,3247500
2014-11-13,96.5299987793,98.9599990845,96.5299987793,98.5400009155,68.2907257080,6257900
2014-11-14,98.4899978638,98.5500030518,97.3600006104,97.7200012207,67.7224349976,4335400
2014-11-17,96.8499984741,98.5500030518,96.8499984741,98.4199981689,68.2075729370,3745200
2014-11-18,98.4199981689,98.5000000000,97.8600006104,97.9400024414,67.8749084473,3908600
2014-11-19,97.9400024414,98.4400024414,97.7500000000,98.4100036621,68.2006454468,3396800
2014-11-20,98.0100021362,98.6200027466,97.8700027466,98.0599975586,67.9580917358,3727100
2014-11-21,99.0299987793,99.1299972534,98.2399978638,98.8899993896,68.5332870483,5259800
2014-11-24,98.8799972534,99.2500000000,98.4899978638,98.6800003052,68.3877487183,4540700
2014-11-25,98.5100021362,99.1900024414,98.5000000000,98.9300003052,68.5610122681,3640900
2014-11-26,99.2500000000,99.6399993896,99.0100021362,99.3499984741,68.8520431519,2685600
2014-11-28,99.7200012207,100.6999969482,99.5199966431,100.0999984741,69.3718643188,2504300
2014-12-01,98.5599975586,100.1500015259,98.4899978638,99.6699981689,69.0738449097,3658500
2014-12-02,99.9800033569,100.5699996948,99.6100006104,100.3899993896,69.5728073120,3888000
2014-12-03,99.6999969482,99.6999969482,98.1800003052,98.3199996948,68.5857696533,4943800
2014-12-04,98.0400009155,98.2799987793,97.4000015259,97.7500000000,68.1881256104,4582600
2014-12-05,97.6200027466,97.9300003052,97.1999969482,97.7600021362,68.1951065063,5308200
2014-12-08,97.8700027466,98.1100006104,97.5000000000,97.7799987793,68.2090530396,4233800
2014-12-09,97.2200012207,97.7500000000,96.2099990845,97.1299972534,67.7556304932,3459700
2014-12-10,97.2300033569,97.5999984741,96.0699996948,96.1800003052,67.0929336548,3972300
2014-12-11,96.3000030518,97.0000000000,96.0100021362,96.2900009155,67.1696777344,4784700
2014-12-12,95.6600036621,96.7699966431,94.7099990845,94.7399978638,66.0884323120,3935900
2014-12-15,95.1299972534,95.7200012207,93.8600006104,94.1399993896,65.6698837280,4555200
2014-12-16,93.5400009155,94.9700012207,92.5299987793,92.5899963379,64.5886154175,6962800
2014-12-17,92.7900009155,94.0999984741,92.4300003052,93.7200012207,65.3769149780,6189200
2014-12-18,94.7099990845,95.4100036621,93.7399978638,95.3600006104,66.5209121704,8122800
2014-12-19,95.3000030518,96.1999969482,95.2099990845,95.4400024414,66.5767364502,7678700
2014-12-22,95.7900009155,96.6600036621,95.4700012207,96.6200027466,67.3998641968,3623000
2014-12-23,97.2399978638,97.5000000000,96.8600006104,97.3600006104,67.9160690308,3065800
2014-12-24,97.5000000000,97.8899993896,97.0500030518,97.0899963379,67.7277145386,1604100
2014-12-26,97.1200027466,97.5699996948,96.9700012207,97.0500030518,67.6998214722,1492700
2014-12-29,96.6200027466,97.0999984741,96.0199966431,96.7300033569,67.4766082764,2453800
2014-12-30,96.2099990845,96.7799987793,95.9199981689,95.9599990845,66.9394760132,2134400
2014-12-31,95.6699981689,95.9800033569,94.5400009155,94.5599975586,65.9628295898,3727400
2015-01-02,94.9300003052,95.3399963379,94.0500030518,94.4400024414,65.8791503906,3545700
2015-01-05,94.4499969482,95.0500030518,93.7200012207,93.7300033569,65.3838729858,6441000
2015-01-06,94.0800018311,94.6200027466,92.9400024414,93.0199966431,64.8886260986,6195000
2015-01-07,95.1299972534,96.2300033569,94.4300003052,95.7399978638,66.7860031128,6526300
2015-01-08,96.7399978638,97.9100036621,96.6800003052,97.4800033569,67.9997634888,7131600
2015-01-09,97.5500030518,97.6699981689,96.5899963379,96.8199996948,67.5393905640,4061500
2015-01-12,96.9499969482,97.3399963379,96.1900024414,96.4199981689,67.2603759766,4192700
2015-01-13,96.6699981689,97.4899978638,95.8199996948,96.3499984741,67.2115097046,5371300
2015-01-14,95.4599990845,96.8000030518,95.4599990845,96.6699981689,67.4347534180,5127800
2015-01-15,97.1399993896,97.3199996948,96.3799972534,96.6699981689,67.4347534180,4424000
2015-01-16,96.6600036621,97.4300003052,96.3399963379,97.2900009155,67.8672485352,4404400
2015-01-20,98.3300018311,98.3300018311,96.8300018311,97.5100021362,68.0207290649,7029500
2015-01-21,97.0199966431,98.2200012207,96.5999984741,97.4000015259,67.9439926147,5031100
2015-01-22,97.4800033569,99.0000000000,97.0400009155,98.9000015259,68.9903488159,7620400
2015-01-23,98.3600006104,98.9899978638,98.0999984741,98.5299987793,68.7322616577,4857700
2015-01-26,98.1900024414,98.9499969482,97.6699981689,98.6900024414,68.8438720703,4298700
2015-01-27,97.6500015259,98.0500030518,95.2500000000,96.7200012207,67.4696426392,7365300
2015-01-28,97.2099990845,97.7699966431,95.6600036621,95.7200012207,66.7720718384,6280100
2015-01-29,95.7200012207,96.4800033569,94.8700027466,96.0299987793,66.9882965088,4600300
2015-01-30,95.1100006104,95.3300018311,93.5599975586,93.7799987793,65.4187316895,7741500
2015-02-02,93.8600006104,95.4400024414,93.5999984741,95.3300018311,66.5000000000,6889500
2015-02-03,96.0199966431,96.5599975586,95.5800018311,96.1999969482,67.1068878174,5090400
2015-02-04,96.0299987793,97.2699966431,96.0299987793,96.5999984741,67.3859252930,5064700
2015-02-05,97.2300033569,97.2300033569,96.4100036621,96.6100006104,67.3928985596,4466200
2015-02-06,96.6800003052,97.0599975586,96.3499984741,96.7099990845,67.4626617432,4629200
